date,city,emd,readPop,workPop,visitPop
20170100,제주시,한림읍,20434,1522,11107
20170200,제주시,한림읍,20396,1633,10262
20170300,제주시,한림읍,20180,1714,12530
20170400,제주시,한림읍,20588,2302,13461
20170500,제주시,한림읍,20740,2168,14487
20170600,제주시,한림읍,20749,2481,13217
20170700,제주시,한림읍,20555,2272,14875
20170800,제주시,한림읍,21024,2020,15536
20170900,제주시,한림읍,20578,2004,13571
20171000,제주시,한림읍,20349,1969,14850
20171100,제주시,한림읍,21479,2166,11185
20171200,제주시,한림읍,21581,2231,9712
20180100,제주시,한림읍,22634,1785,11135
20180200,제주시,한림읍,22722,1557,9482
20180300,제주시,한림읍,21958,1599,12048
20180400,제주시,한림읍,22207,2405,13333
20180500,제주시,한림읍,22078,2450,13530
20180600,제주시,한림읍,22543,2430,13379
20180700,제주시,한림읍,22687,2375,14133
20180800,제주시,한림읍,23107,2145,15438
20180900,제주시,한림읍,22864,2006,12605
20181000,제주시,한림읍,22765,2290,12257
20181100,제주시,한림읍,22820,2415,10407
20181200,제주시,한림읍,23021,2248,9547
20190100,제주시,한림읍,23176,1836,11011
20190200,제주시,한림읍,23457,1846,11293
20190300,제주시,한림읍,23160,1750,12025
20190400,제주시,한림읍,23128,2588,12486
20190500,제주시,한림읍,22994,2676,13253
20190600,제주시,한림읍,23098,2760,12490
20190700,제주시,한림읍,23778,2467,13549
20190800,제주시,한림읍,24112,2224,15237
20190900,제주시,한림읍,23660,2292,11296
20191000,제주시,한림읍,23438,2465,12503
20191100,제주시,한림읍,23542,2678,10880
20191200,제주시,한림읍,23808,2207,10185
20170100,제주시,애월읍,35750,3458,24806
20170200,제주시,애월읍,35905,3251,24220
20170300,제주시,애월읍,34860,3619,25495
20170400,제주시,애월읍,35681,4510,29429
20170500,제주시,애월읍,36276,4394,29863
20170600,제주시,애월읍,36479,4481,26719
20170700,제주시,애월읍,36365,4160,30294
20170800,제주시,애월읍,37038,4161,33286
20170900,제주시,애월읍,36782,4205,30709
20171000,제주시,애월읍,36828,3867,31351
20171100,제주시,애월읍,38011,4261,27344
20171200,제주시,애월읍,39055,4353,25815
20180100,제주시,애월읍,39817,3814,26684
20180200,제주시,애월읍,40099,3249,24940
20180300,제주시,애월읍,39114,3475,28515
20180400,제주시,애월읍,39620,4536,28641
20180500,제주시,애월읍,38993,4469,28165
20180600,제주시,애월읍,39087,4209,28968
20180700,제주시,애월읍,38614,4127,30295
20180800,제주시,애월읍,39436,4237,32304
20180900,제주시,애월읍,38535,3845,27555
20181000,제주시,애월읍,38681,4215,27504
20181100,제주시,애월읍,39008,4501,25961
20181200,제주시,애월읍,40018,4158,24373
20190100,제주시,애월읍,40517,3744,26892
20190200,제주시,애월읍,39882,3453,26326
20190300,제주시,애월읍,39284,3653,28213
20190400,제주시,애월읍,40154,4656,27793
20190500,제주시,애월읍,39937,4517,28539
20190600,제주시,애월읍,40264,4377,27316
20190700,제주시,애월읍,40297,4148,29527
20190800,제주시,애월읍,40536,4086,32354
20190900,제주시,애월읍,39561,3791,25945
20191000,제주시,애월읍,39768,4178,28188
20191100,제주시,애월읍,40613,4318,27136
20191200,제주시,애월읍,41094,4147,26259
20170100,제주시,구좌읍,13655,1212,9815
20170200,제주시,구좌읍,13806,1162,9284
20170300,제주시,구좌읍,13509,1265,10430
20170400,제주시,구좌읍,13770,1885,11496
20170500,제주시,구좌읍,13809,1755,12351
20170600,제주시,구좌읍,13689,1822,11305
20170700,제주시,구좌읍,13751,1786,12710
20170800,제주시,구좌읍,14016,1637,13690
20170900,제주시,구좌읍,13735,1810,11652
20171000,제주시,구좌읍,13713,1680,12130
20171100,제주시,구좌읍,13747,1774,8933
20171200,제주시,구좌읍,14011,1670,8218
20180100,제주시,구좌읍,14335,1351,9139
20180200,제주시,구좌읍,14306,1142,8836
20180300,제주시,구좌읍,13941,1273,9818
20180400,제주시,구좌읍,14285,2043,10989
20180500,제주시,구좌읍,14600,1901,11228
20180600,제주시,구좌읍,14620,2006,10956
20180700,제주시,구좌읍,14605,1806,12175
20180800,제주시,구좌읍,15035,1718,13163
20180900,제주시,구좌읍,14662,1670,10828
20181000,제주시,구좌읍,14545,1901,9968
20181100,제주시,구좌읍,14516,1915,8335
20181200,제주시,구좌읍,14825,1701,8020
20190100,제주시,구좌읍,15059,1388,9087
20190200,제주시,구좌읍,14850,1311,9994
20190300,제주시,구좌읍,14717,1263,9922
20190400,제주시,구좌읍,15040,2192,10278
20190500,제주시,구좌읍,15204,2109,10693
20190600,제주시,구좌읍,15299,2009,10827
20190700,제주시,구좌읍,15433,1754,11929
20190800,제주시,구좌읍,15470,1646,13464
20190900,제주시,구좌읍,14921,1745,9805
20191000,제주시,구좌읍,14899,1800,10186
20191100,제주시,구좌읍,15067,1802,8978
20191200,제주시,구좌읍,15156,1722,8897
20170100,제주시,조천읍,20311,2196,15505
20170200,제주시,조천읍,20745,2168,15194
20170300,제주시,조천읍,20524,2249,14891
20170400,제주시,조천읍,20557,2717,17389
20170500,제주시,조천읍,20785,2645,18403
20170600,제주시,조천읍,20652,2708,16470
20170700,제주시,조천읍,21066,2648,18517
20170800,제주시,조천읍,21519,2440,19086
20170900,제주시,조천읍,20517,2495,16467
20171000,제주시,조천읍,20979,2295,18427
20171100,제주시,조천읍,21328,2437,15144
20171200,제주시,조천읍,21618,2471,13536
20180100,제주시,조천읍,22135,2286,14336
20180200,제주시,조천읍,22170,1944,12668
20180300,제주시,조천읍,21238,2075,14205
20180400,제주시,조천읍,21498,2573,16595
20180500,제주시,조천읍,21872,2691,16910
20180600,제주시,조천읍,22587,2619,16326
20180700,제주시,조천읍,22614,2544,17053
20180800,제주시,조천읍,22908,2566,18470
20180900,제주시,조천읍,22659,2217,15741
20181000,제주시,조천읍,22851,2455,16185
20181100,제주시,조천읍,22696,2475,14696
20181200,제주시,조천읍,22864,2351,12571
20190100,제주시,조천읍,22615,2155,14705
20190200,제주시,조천읍,22432,2077,14840
20190300,제주시,조천읍,22177,2103,15004
20190400,제주시,조천읍,22613,2670,16459
20190500,제주시,조천읍,23029,2633,17505
20190600,제주시,조천읍,23276,2594,16746
20190700,제주시,조천읍,23436,2640,18249
20190800,제주시,조천읍,23538,2530,19458
20190900,제주시,조천읍,23002,2305,14682
20191000,제주시,조천읍,22871,2532,17298
20191100,제주시,조천읍,23552,2744,16627
20191200,제주시,조천읍,23728,2755,15832
20170100,제주시,한경면,6166,493,3588
20170200,제주시,한경면,6214,497,3087
20170300,제주시,한경면,5991,495,3581
20170400,제주시,한경면,5957,554,3849
20170500,제주시,한경면,5986,541,4124
20170600,제주시,한경면,5921,585,3727
20170700,제주시,한경면,5827,540,3915
20170800,제주시,한경면,6044,602,4420
20170900,제주시,한경면,6030,575,4088
20171000,제주시,한경면,5993,581,4934
20171100,제주시,한경면,6354,515,3709
20171200,제주시,한경면,6586,539,3452
20180100,제주시,한경면,6986,487,3685
20180200,제주시,한경면,7073,478,3631
20180300,제주시,한경면,6962,539,3925
20180400,제주시,한경면,7108,699,4353
20180500,제주시,한경면,7068,663,4033
20180600,제주시,한경면,6960,675,4233
20180700,제주시,한경면,6942,627,4324
20180800,제주시,한경면,6997,610,4738
20180900,제주시,한경면,7009,556,4680
20181000,제주시,한경면,7058,694,3970
20181100,제주시,한경면,7167,695,3641
20181200,제주시,한경면,7252,644,3406
20190100,제주시,한경면,7302,587,3948
20190200,제주시,한경면,7275,559,4086
20190300,제주시,한경면,7233,602,3930
20190400,제주시,한경면,7311,717,4331
20190500,제주시,한경면,7331,759,4417
20190600,제주시,한경면,7435,763,4339
20190700,제주시,한경면,7347,756,4537
20190800,제주시,한경면,7405,692,5056
20190900,제주시,한경면,7494,617,4309
20191000,제주시,한경면,7522,656,4518
20191100,제주시,한경면,7399,709,3947
20191200,제주시,한경면,7396,663,3882
20170100,제주시,추자면,1526,77,1154
20170200,제주시,추자면,1467,61,1092
20170300,제주시,추자면,1539,53,1137
20170400,제주시,추자면,1595,56,1397
20170500,제주시,추자면,1485,30,1601
20170600,제주시,추자면,1477,60,1328
20170700,제주시,추자면,1510,52,1410
20170800,제주시,추자면,1495,50,1748
20170900,제주시,추자면,1595,82,1620
20171000,제주시,추자면,1474,71,1650
20171100,제주시,추자면,1508,85,1451
20171200,제주시,추자면,1580,81,1438
20180100,제주시,추자면,1542,49,1299
20180200,제주시,추자면,1446,54,1159
20180300,제주시,추자면,1425,81,1440
20180400,제주시,추자면,1503,72,1691
20180500,제주시,추자면,1428,61,1673
20180600,제주시,추자면,1379,48,1572
20180700,제주시,추자면,1387,75,1693
20180800,제주시,추자면,1442,59,1859
20180900,제주시,추자면,1421,90,1726
20181000,제주시,추자면,1499,56,1598
20181100,제주시,추자면,1558,49,1709
20181200,제주시,추자면,1629,93,1624
20190100,제주시,추자면,1561,67,1836
20190200,제주시,추자면,1502,63,1623
20190300,제주시,추자면,1557,71,1896
20190400,제주시,추자면,1714,49,1706
20190500,제주시,추자면,1607,113,1754
20190600,제주시,추자면,1606,87,1682
20190700,제주시,추자면,1637,149,1604
20190800,제주시,추자면,1641,105,1889
20190900,제주시,추자면,1585,103,1433
20191000,제주시,추자면,1635,129,1545
20191100,제주시,추자면,1681,110,1654
20191200,제주시,추자면,1777,139,1812
20170100,제주시,우도면,1401,98,1313
20170200,제주시,우도면,1408,114,1271
20170300,제주시,우도면,1421,109,1421
20170400,제주시,우도면,1556,124,1768
20170500,제주시,우도면,1654,137,2091
20170600,제주시,우도면,1667,152,1813
20170700,제주시,우도면,1636,126,2117
20170800,제주시,우도면,1676,122,2160
20170900,제주시,우도면,1588,117,1546
20171000,제주시,우도면,1569,74,1525
20171100,제주시,우도면,1561,97,1260
20171200,제주시,우도면,1489,92,986
20180100,제주시,우도면,1420,90,1141
20180200,제주시,우도면,1409,104,1123
20180300,제주시,우도면,1397,127,1294
20180400,제주시,우도면,1646,98,1394
20180500,제주시,우도면,1597,111,1312
20180600,제주시,우도면,1640,117,1537
20180700,제주시,우도면,1630,102,1837
20180800,제주시,우도면,1579,110,2002
20180900,제주시,우도면,1525,105,1608
20181000,제주시,우도면,1553,92,1668
20181100,제주시,우도면,1525,117,1390
20181200,제주시,우도면,1543,87,1067
20190100,제주시,우도면,1468,80,1502
20190200,제주시,우도면,1438,99,1492
20190300,제주시,우도면,1445,99,1489
20190400,제주시,우도면,1464,108,1474
20190500,제주시,우도면,1533,108,1560
20190600,제주시,우도면,1565,79,1466
20190700,제주시,우도면,1484,134,1727
20190800,제주시,우도면,1546,107,2274
20190900,제주시,우도면,1474,145,1363
20191000,제주시,우도면,1529,132,1540
20191100,제주시,우도면,1473,114,1275
20191200,제주시,우도면,1450,118,1190
20170100,제주시,일도일동,1348,348,3967
20170200,제주시,일도일동,1295,367,3763
20170300,제주시,일도일동,1172,350,3608
20170400,제주시,일도일동,1182,328,3724
20170500,제주시,일도일동,1186,343,3899
20170600,제주시,일도일동,1260,379,3909
20170700,제주시,일도일동,1221,354,3993
20170800,제주시,일도일동,1296,374,4179
20170900,제주시,일도일동,1380,296,2915
20171000,제주시,일도일동,1368,249,3654
20171100,제주시,일도일동,1613,387,3831
20171200,제주시,일도일동,1735,408,3885
20180100,제주시,일도일동,1798,403,3816
20180200,제주시,일도일동,1714,418,3819
20180300,제주시,일도일동,1555,423,3736
20180400,제주시,일도일동,1544,425,3879
20180500,제주시,일도일동,1622,418,3972
20180600,제주시,일도일동,1781,439,3846
20180700,제주시,일도일동,1776,455,3658
20180800,제주시,일도일동,1715,445,3575
20180900,제주시,일도일동,1726,369,3609
20181000,제주시,일도일동,1672,405,3485
20181100,제주시,일도일동,1620,372,3457
20181200,제주시,일도일동,1638,358,3587
20190100,제주시,일도일동,1617,401,3578
20190200,제주시,일도일동,1628,374,3799
20190300,제주시,일도일동,1570,363,3371
20190400,제주시,일도일동,1566,341,3377
20190500,제주시,일도일동,1510,337,3456
20190600,제주시,일도일동,1533,354,3371
20190700,제주시,일도일동,1594,336,3564
20190800,제주시,일도일동,1590,351,3621
20190900,제주시,일도일동,1566,355,3424
20191000,제주시,일도일동,1549,339,3643
20191100,제주시,일도일동,1606,359,4103
20191200,제주시,일도일동,1754,358,4095
20170100,제주시,일도이동,38841,2070,16176
20170200,제주시,일도이동,38471,2223,15015
20170300,제주시,일도이동,35993,2275,13953
20170400,제주시,일도이동,35583,2391,13601
20170500,제주시,일도이동,35564,2264,13747
20170600,제주시,일도이동,35604,2196,13911
20170700,제주시,일도이동,35419,2264,15074
20170800,제주시,일도이동,35543,2377,14788
20170900,제주시,일도이동,34969,2360,13838
20171000,제주시,일도이동,35645,2106,14336
20171100,제주시,일도이동,35162,2214,13359
20171200,제주시,일도이동,36278,2312,13999
20180100,제주시,일도이동,37995,2153,14587
20180200,제주시,일도이동,38460,2124,14875
20180300,제주시,일도이동,35347,2107,13511
20180400,제주시,일도이동,34841,2191,13114
20180500,제주시,일도이동,34749,2181,13339
20180600,제주시,일도이동,35118,2274,13053
20180700,제주시,일도이동,35416,2239,14309
20180800,제주시,일도이동,35991,2175,13428
20180900,제주시,일도이동,34937,1981,13855
20181000,제주시,일도이동,34777,2194,12735
20181100,제주시,일도이동,34639,2141,12821
20181200,제주시,일도이동,36109,2119,13413
20190100,제주시,일도이동,36703,2103,13957
20190200,제주시,일도이동,36760,1985,14320
20190300,제주시,일도이동,34405,1890,12695
20190400,제주시,일도이동,33755,2068,12368
20190500,제주시,일도이동,33346,2062,12577
20190600,제주시,일도이동,33608,2056,12261
20190700,제주시,일도이동,33913,2057,13476
20190800,제주시,일도이동,34557,1985,12875
20190900,제주시,일도이동,34111,2006,12804
20191000,제주시,일도이동,33630,1944,12232
20191100,제주시,일도이동,33631,2211,13192
20191200,제주시,일도이동,33053,2487,14334
20170100,제주시,이도일동,8254,1741,10289
20170200,제주시,이도일동,8043,1864,10869
20170300,제주시,이도일동,8018,1852,9826
20170400,제주시,이도일동,8031,1713,10080
20170500,제주시,이도일동,7986,1705,9987
20170600,제주시,이도일동,8031,1726,10054
20170700,제주시,이도일동,8132,1798,10220
20170800,제주시,이도일동,8142,1707,9987
20170900,제주시,이도일동,7676,1788,11499
20171000,제주시,이도일동,8045,1692,10271
20171100,제주시,이도일동,8148,1740,9646
20171200,제주시,이도일동,8453,1644,10031
20180100,제주시,이도일동,8719,1743,10223
20180200,제주시,이도일동,8775,1744,10032
20180300,제주시,이도일동,8164,1718,9704
20180400,제주시,이도일동,7999,1808,9795
20180500,제주시,이도일동,8102,1757,9545
20180600,제주시,이도일동,8216,1677,9531
20180700,제주시,이도일동,8141,1758,9876
20180800,제주시,이도일동,8171,1869,10016
20180900,제주시,이도일동,8242,1630,10006
20181000,제주시,이도일동,8352,1758,9826
20181100,제주시,이도일동,8318,1913,9827
20181200,제주시,이도일동,8566,1792,9859
20190100,제주시,이도일동,8431,1702,10205
20190200,제주시,이도일동,8306,1709,10501
20190300,제주시,이도일동,8162,1647,11611
20190400,제주시,이도일동,8269,1969,13454
20190500,제주시,이도일동,9852,1904,11768
20190600,제주시,이도일동,10000,1776,11385
20190700,제주시,이도일동,10188,1768,11974
20190800,제주시,이도일동,10343,1776,11619
20190900,제주시,이도일동,10176,1709,11213
20191000,제주시,이도일동,10015,1749,11172
20191100,제주시,이도일동,8718,1568,10460
20191200,제주시,이도일동,8053,1599,11450
20170100,제주시,이도이동,68857,8454,34714
20170200,제주시,이도이동,68979,8557,34386
20170300,제주시,이도이동,65162,8655,34334
20170400,제주시,이도이동,65109,10033,31781
20170500,제주시,이도이동,64782,9464,31502
20170600,제주시,이도이동,64860,9763,32548
20170700,제주시,이도이동,64458,9182,34155
20170800,제주시,이도이동,65600,8952,34580
20170900,제주시,이도이동,64072,9748,33978
20171000,제주시,이도이동,64347,8794,32808
20171100,제주시,이도이동,64314,8842,32529
20171200,제주시,이도이동,65316,9040,32963
20180100,제주시,이도이동,66844,8365,33924
20180200,제주시,이도이동,66966,8003,33140
20180300,제주시,이도이동,62492,7986,33698
20180400,제주시,이도이동,62656,9951,31117
20180500,제주시,이도이동,62589,9615,31416
20180600,제주시,이도이동,63550,9426,31209
20180700,제주시,이도이동,64000,8930,32862
20180800,제주시,이도이동,64969,8844,32003
20180900,제주시,이도이동,63722,8189,32372
20181000,제주시,이도이동,64617,9054,30421
20181100,제주시,이도이동,64225,9307,31074
20181200,제주시,이도이동,65372,8967,31534
20190100,제주시,이도이동,65855,8165,34064
20190200,제주시,이도이동,65580,7911,33712
20190300,제주시,이도이동,61355,7633,32826
20190400,제주시,이도이동,59818,9237,29693
20190500,제주시,이도이동,58323,9443,30191
20190600,제주시,이도이동,58472,8856,30289
20190700,제주시,이도이동,58936,8569,32319
20190800,제주시,이도이동,59858,8313,30859
20190900,제주시,이도이동,58536,8082,30185
20191000,제주시,이도이동,58340,8644,29861
20191100,제주시,이도이동,59019,9121,30552
20191200,제주시,이도이동,58951,8415,29957
20170100,제주시,삼도일동,11512,920,8760
20170200,제주시,삼도일동,11388,977,8447
20170300,제주시,삼도일동,10704,953,8039
20170400,제주시,삼도일동,10657,952,8148
20170500,제주시,삼도일동,10850,903,7941
20170600,제주시,삼도일동,10899,930,7860
20170700,제주시,삼도일동,10969,971,8450
20170800,제주시,삼도일동,11255,931,8398
20170900,제주시,삼도일동,10833,919,8356
20171000,제주시,삼도일동,10994,861,8265
20171100,제주시,삼도일동,10807,924,8117
20171200,제주시,삼도일동,11216,950,8105
20180100,제주시,삼도일동,11638,922,8530
20180200,제주시,삼도일동,11786,912,8057
20180300,제주시,삼도일동,10595,887,7804
20180400,제주시,삼도일동,10591,849,7858
20180500,제주시,삼도일동,10718,854,7859
20180600,제주시,삼도일동,11030,910,8064
20180700,제주시,삼도일동,11202,880,7875
20180800,제주시,삼도일동,11172,869,7989
20180900,제주시,삼도일동,11130,889,8329
20181000,제주시,삼도일동,11518,896,7812
20181100,제주시,삼도일동,11420,1016,7671
20181200,제주시,삼도일동,11514,960,7688
20190100,제주시,삼도일동,11621,873,7971
20190200,제주시,삼도일동,11638,907,8320
20190300,제주시,삼도일동,10990,927,7922
20190400,제주시,삼도일동,10964,963,7397
20190500,제주시,삼도일동,10679,975,7404
20190600,제주시,삼도일동,10850,1008,7642
20190700,제주시,삼도일동,11125,986,7840
20190800,제주시,삼도일동,11213,958,7586
20190900,제주시,삼도일동,11169,876,7531
20191000,제주시,삼도일동,10912,1010,7384
20191100,제주시,삼도일동,11082,985,8187
20191200,제주시,삼도일동,11410,1012,8323
20170100,제주시,삼도이동,5121,759,6938
20170200,제주시,삼도이동,5061,747,7023
20170300,제주시,삼도이동,4869,790,6621
20170400,제주시,삼도이동,4796,831,6716
20170500,제주시,삼도이동,4864,834,6877
20170600,제주시,삼도이동,4926,837,6981
20170700,제주시,삼도이동,4957,764,7143
20170800,제주시,삼도이동,5138,807,7501
20170900,제주시,삼도이동,4948,828,7307
20171000,제주시,삼도이동,5033,646,7435
20171100,제주시,삼도이동,5255,685,7171
20171200,제주시,삼도이동,5352,696,7163
20180100,제주시,삼도이동,5460,666,7126
20180200,제주시,삼도이동,5440,619,6879
20180300,제주시,삼도이동,5107,587,6816
20180400,제주시,삼도이동,5036,687,6899
20180500,제주시,삼도이동,5102,722,6824
20180600,제주시,삼도이동,5169,720,6770
20180700,제주시,삼도이동,5241,701,6948
20180800,제주시,삼도이동,5279,613,7263
20180900,제주시,삼도이동,5341,606,7835
20181000,제주시,삼도이동,5682,969,7186
20181100,제주시,삼도이동,5662,1015,7331
20181200,제주시,삼도이동,5722,997,7383
20190100,제주시,삼도이동,5706,940,7474
20190200,제주시,삼도이동,5620,889,7693
20190300,제주시,삼도이동,5490,925,7386
20190400,제주시,삼도이동,5382,1022,7208
20190500,제주시,삼도이동,5406,986,7280
20190600,제주시,삼도이동,5301,982,7110
20190700,제주시,삼도이동,5284,900,7318
20190800,제주시,삼도이동,5425,875,7452
20190900,제주시,삼도이동,5431,825,7131
20191000,제주시,삼도이동,5494,908,7317
20191100,제주시,삼도이동,5635,997,7883
20191200,제주시,삼도이동,5653,987,7647
20170100,제주시,용담일동,8350,657,6177
20170200,제주시,용담일동,8397,600,5981
20170300,제주시,용담일동,8069,569,5738
20170400,제주시,용담일동,8091,732,5579
20170500,제주시,용담일동,7983,694,5430
20170600,제주시,용담일동,7854,761,5534
20170700,제주시,용담일동,7682,687,5956
20170800,제주시,용담일동,7883,668,7138
20170900,제주시,용담일동,8648,729,6538
20171000,제주시,용담일동,8447,689,5971
20171100,제주시,용담일동,7859,735,5452
20171200,제주시,용담일동,8038,729,5545
20180100,제주시,용담일동,8405,610,5695
20180200,제주시,용담일동,8533,505,5781
